Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,Review_Rating_Categories
2944,29,Female,Shirt,Clothing,44,Virginia,M,Orange,Spring,3.4000000953674316,No,Debit Card,Standard,No,No,37,Credit Card,Monthly,Good
2945,50,Female,Sneakers,Footwear,95,New York,XL,Cyan,Summer,3.9000000953674316,No,Cash,Free Shipping,No,No,4,Venmo,Every 3 Months,Good
2946,32,Female,Belt,Accessories,49,Delaware,M,Charcoal,Summer,4.800000190734863,No,Venmo,Free Shipping,No,No,1,Credit Card,Every 3 Months,Very_Good
2947,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.799999952316284,No,Credit Card,Free Shipping,No,No,29,Bank Transfer,Quarterly,Bad
2948,52,Female,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,4.400000095367432,No,Venmo,Standard,No,No,50,Venmo,Annually,Good
2949,61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,3.0999999046325684,No,Credit Card,Standard,No,No,38,Debit Card,Bi-Weekly,Bad
2950,25,Female,Jewelry,Accessories,93,Iowa,M,Peach,Spring,3.799999952316284,No,Credit Card,Store Pickup,No,No,15,PayPal,Annually,Good
2951,22,Female,Jeans,Clothing,91,Iowa,S,Maroon,Winter,4.099999904632568,No,Bank Transfer,2-Day Shipping,No,No,44,Debit Card,Every 3 Months,Good
2952,47,Female,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,4.599999904632568,No,Credit Card,Free Shipping,No,No,14,Cash,Weekly,Very_Good
2953,50,Female,Belt,Accessories,24,Alabama,M,Peach,Spring,4.900000095367432,No,PayPal,Next Day Air,No,No,5,Debit Card,Monthly,Very_Good
2954,45,Female,Dress,Clothing,82,Maryland,M,Silver,Summer,4.800000190734863,No,PayPal,Next Day Air,No,No,11,Credit Card,Annually,Very_Good
2955,33,Female,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,3.9000000953674316,No,PayPal,Express,No,No,15,Credit Card,Annually,Good
2956,42,Female,Boots,Footwear,67,Vermont,M,Silver,Winter,2.5999999046325684,No,Venmo,Free Shipping,No,No,46,Credit Card,Annually,Bad
2957,52,Female,Dress,Clothing,88,Montana,M,Olive,Fall,3.700000047683716,No,PayPal,Standard,No,No,30,Venmo,Monthly,Good
2958,69,Female,Jewelry,Accessories,70,South Dakota,S,Gray,Fall,4.699999809265137,No,Cash,Standard,No,No,2,Cash,Annually,Very_Good
2959,55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,No,Venmo,Standard,No,No,28,PayPal,Monthly,Very_Good
2960,38,Female,Handbag,Accessories,28,Texas,L,Maroon,Summer,4.699999809265137,No,PayPal,Free Shipping,No,No,9,PayPal,Quarterly,Very_Good
2961,57,Female,Coat,Outerwear,48,Indiana,S,Olive,Spring,3.5999999046325684,No,Venmo,Standard,No,No,47,Credit Card,Weekly,Good
2962,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.799999952316284,No,Credit Card,Free Shipping,No,No,21,Debit Card,Bi-Weekly,Bad
2963,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4.0,No,PayPal,Express,No,No,42,Credit Card,Every 3 Months,Good
2964,52,Female,Boots,Footwear,97,Maine,M,Brown,Spring,3.5999999046325684,No,Debit Card,Free Shipping,No,No,28,Credit Card,Weekly,Good
2965,44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,3.799999952316284,No,Credit Card,2-Day Shipping,No,No,13,Venmo,Fortnightly,Good
2966,48,Female,Scarf,Accessories,45,Delaware,M,Blue,Summer,4.400000095367432,No,Bank Transfer,Standard,No,No,25,PayPal,Fortnightly,Good
2967,52,Female,Boots,Footwear,49,Oklahoma,L,Orange,Fall,2.799999952316284,No,Cash,Store Pickup,No,No,38,Debit Card,Every 3 Months,Bad
2968,34,Female,Sneakers,Footwear,36,Indiana,L,Silver,Summer,3.4000000953674316,No,Cash,Free Shipping,No,No,40,Venmo,Annually,Good
2969,26,Female,Sweater,Clothing,48,South Carolina,S,Gray,Fall,4.900000095367432,No,Cash,Express,No,No,25,Cash,Every 3 Months,Very_Good
2970,36,Female,Belt,Accessories,62,Vermont,S,Blue,Fall,4.300000190734863,No,Bank Transfer,Next Day Air,No,No,20,Cash,Every 3 Months,Good
2971,24,Female,Jewelry,Accessories,74,Kansas,M,White,Winter,3.4000000953674316,No,Bank Transfer,Free Shipping,No,No,44,Credit Card,Bi-Weekly,Good
2972,30,Female,Handbag,Accessories,100,Utah,L,Yellow,Fall,3.9000000953674316,No,Credit Card,Next Day Air,No,No,9,PayPal,Every 3 Months,Good
2973,31,Female,Jacket,Outerwear,39,New York,S,Indigo,Fall,4.199999809265137,No,Venmo,Free Shipping,No,No,11,Venmo,Every 3 Months,Good
2974,25,Female,Boots,Footwear,65,Indiana,M,Blue,Summer,2.700000047683716,No,PayPal,Store Pickup,No,No,3,Bank Transfer,Fortnightly,Bad
2975,57,Female,Sneakers,Footwear,99,Tennessee,XL,Peach,Summer,4.099999904632568,No,Cash,Store Pickup,No,No,34,Credit Card,Weekly,Good
2976,61,Female,Scarf,Accessories,68,Georgia,XL,Lavender,Winter,4.5,No,PayPal,2-Day Shipping,No,No,48,Cash,Every 3 Months,Very_Good
2977,30,Female,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.799999952316284,No,Debit Card,Express,No,No,28,Cash,Fortnightly,Bad
2978,38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4000000953674316,No,PayPal,Standard,No,No,20,Venmo,Annually,Good
2979,53,Female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9000000953674316,No,Credit Card,Free Shipping,No,No,49,Bank Transfer,Fortnightly,Good
2980,31,Female,Jeans,Clothing,91,Louisiana,L,Olive,Fall,2.5999999046325684,No,PayPal,Next Day Air,No,No,14,PayPal,Weekly,Bad
2981,70,Female,Gloves,Accessories,93,New Jersey,L,Teal,Fall,4.400000095367432,No,Cash,2-Day Shipping,No,No,9,Bank Transfer,Monthly,Good
2982,21,Female,Pants,Clothing,36,Delaware,L,Pink,Winter,4.900000095367432,No,PayPal,Standard,No,No,37,Venmo,Annually,Very_Good
2983,33,Female,Dress,Clothing,45,Wisconsin,M,Orange,Summer,3.5999999046325684,No,Venmo,Store Pickup,No,No,4,Credit Card,Weekly,Good
2984,60,Female,Pants,Clothing,44,West Virginia,M,Charcoal,Winter,2.799999952316284,No,Venmo,2-Day Shipping,No,No,1,Credit Card,Quarterly,Bad
2985,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.300000190734863,No,PayPal,2-Day Shipping,No,No,36,Debit Card,Bi-Weekly,Good
2986,46,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,3.0,No,Venmo,Express,No,No,21,Cash,Bi-Weekly,Bad
2987,62,Female,Belt,Accessories,85,Arizona,S,Silver,Summer,3.299999952316284,No,Credit Card,2-Day Shipping,No,No,16,Credit Card,Monthly,Good
2989,69,Female,Socks,Clothing,55,Nevada,S,Pink,Spring,5.0,No,Debit Card,2-Day Shipping,No,No,31,Debit Card,Monthly,Very_Good
2990,46,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.300000190734863,No,Cash,2-Day Shipping,No,No,6,Credit Card,Weekly,Good
2991,69,Female,Shirt,Clothing,91,Illinois,M,Teal,Fall,4.199999809265137,No,Venmo,Free Shipping,No,No,24,Venmo,Monthly,Good
2992,66,Female,Dress,Clothing,71,Utah,L,Green,Summer,3.9000000953674316,No,PayPal,Standard,No,No,7,PayPal,Bi-Weekly,Good
2993,41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9000000953674316,No,Bank Transfer,Store Pickup,No,No,25,Venmo,Weekly,Good
2994,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.199999809265137,No,Bank Transfer,Free Shipping,No,No,18,Cash,Bi-Weekly,Good
2995,69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,No,Cash,Store Pickup,No,No,14,Bank Transfer,Quarterly,Good
2997,70,Female,Jewelry,Accessories,91,Utah,M,White,Spring,2.9000000953674316,No,Credit Card,Express,No,No,6,Venmo,Every 3 Months,Bad
2998,41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.700000047683716,No,Venmo,Next Day Air,No,No,14,Venmo,Every 3 Months,Bad
2999,31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.699999809265137,No,Venmo,Express,No,No,30,Debit Card,Quarterly,Very_Good
3000,31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.799999952316284,No,Bank Transfer,Standard,No,No,10,Cash,Monthly,Good
3001,57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.700000047683716,No,Cash,Express,No,No,7,PayPal,Weekly,Good
3002,29,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.699999809265137,No,Credit Card,Express,No,No,28,Credit Card,Quarterly,Very_Good
3003,70,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.5999999046325684,No,Cash,Next Day Air,No,No,19,Bank Transfer,Quarterly,Good
3004,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.799999952316284,No,Venmo,Express,No,No,13,Credit Card,Every 3 Months,Bad
3005,45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.700000047683716,No,Venmo,Store Pickup,No,No,23,Venmo,Fortnightly,Good
3006,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Bank Transfer,Express,No,No,5,Venmo,Weekly,Good
3007,37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.700000047683716,No,Venmo,Store Pickup,No,No,17,Venmo,Bi-Weekly,Good
3008,23,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,No,Debit Card,Next Day Air,No,No,31,Venmo,Weekly,Bad
3009,39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.900000095367432,No,Cash,Free Shipping,No,No,19,PayPal,Weekly,Very_Good
3010,62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.599999904632568,No,Venmo,Free Shipping,No,No,8,Venmo,Fortnightly,Very_Good
3011,70,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.299999952316284,No,Bank Transfer,Free Shipping,No,No,15,Credit Card,Annually,Good
3012,20,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3.0,No,Bank Transfer,Next Day Air,No,No,18,Credit Card,Every 3 Months,Bad
3013,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Credit Card,Standard,No,No,16,PayPal,Annually,Good
3014,41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.199999809265137,No,Debit Card,Store Pickup,No,No,13,Cash,Monthly,Good
3015,24,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,No,Credit Card,Express,No,No,38,PayPal,Every 3 Months,Very_Good
3016,37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.799999952316284,No,Venmo,Express,No,No,27,Bank Transfer,Bi-Weekly,Bad
3017,30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.900000095367432,No,Credit Card,Store Pickup,No,No,31,Bank Transfer,Quarterly,Very_Good
3018,58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.299999952316284,No,Bank Transfer,Next Day Air,No,No,24,Cash,Bi-Weekly,Good
3019,43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,No,Debit Card,Free Shipping,No,No,21,Debit Card,Bi-Weekly,Bad
3020,19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9000000953674316,No,Venmo,2-Day Shipping,No,No,15,PayPal,Annually,Good
3021,23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.799999952316284,No,Bank Transfer,Store Pickup,No,No,48,Venmo,Every 3 Months,Bad
3022,65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,Debit Card,2-Day Shipping,No,No,47,Cash,Quarterly,Very_Good
3023,58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,No,Debit Card,Free Shipping,No,No,23,PayPal,Weekly,Good
3024,50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9000000953674316,No,PayPal,Express,No,No,4,PayPal,Quarterly,Bad
3025,67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4.0,No,Credit Card,Free Shipping,No,No,47,Credit Card,Every 3 Months,Good
3026,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4000000953674316,No,Debit Card,Store Pickup,No,No,7,PayPal,Monthly,Good
3028,52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.799999952316284,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Quarterly,Bad
3029,62,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3.0,No,PayPal,Free Shipping,No,No,7,PayPal,Every 3 Months,Bad
3030,64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.0999999046325684,No,Bank Transfer,Free Shipping,No,No,1,Debit Card,Quarterly,Bad
3031,43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.5999999046325684,No,PayPal,2-Day Shipping,No,No,23,Credit Card,Weekly,Bad
3032,61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.900000095367432,No,PayPal,2-Day Shipping,No,No,30,Credit Card,Monthly,Very_Good
3033,26,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,No,Debit Card,Next Day Air,No,No,24,Credit Card,Quarterly,Good
3034,22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.5999999046325684,No,PayPal,Store Pickup,No,No,9,PayPal,Weekly,Bad
3035,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,PayPal,2-Day Shipping,No,No,25,Credit Card,Quarterly,Good
3036,69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Bank Transfer,Free Shipping,No,No,18,Cash,Bi-Weekly,Very_Good
3037,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.300000190734863,No,PayPal,Next Day Air,No,No,7,Venmo,Fortnightly,Good
3038,51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.800000190734863,No,Debit Card,Next Day Air,No,No,2,Cash,Annually,Very_Good
3039,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.199999809265137,No,Bank Transfer,Free Shipping,No,No,36,Debit Card,Annually,Good
3040,59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.200000047683716,No,Bank Transfer,Next Day Air,No,No,31,PayPal,Bi-Weekly,Good
3041,18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.099999904632568,No,PayPal,Express,No,No,10,Cash,Fortnightly,Good
3042,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,No,Credit Card,Express,No,No,27,PayPal,Monthly,Good
3043,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9000000953674316,No,Credit Card,Next Day Air,No,No,14,PayPal,Every 3 Months,Bad
3044,45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.5999999046325684,No,Debit Card,Store Pickup,No,No,17,Credit Card,Monthly,Bad
3045,21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.700000047683716,No,PayPal,Free Shipping,No,No,10,Bank Transfer,Quarterly,Bad
3046,42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.599999904632568,No,Debit Card,2-Day Shipping,No,No,4,PayPal,Bi-Weekly,Very_Good
3047,60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.200000047683716,No,Bank Transfer,Store Pickup,No,No,25,Cash,Every 3 Months,Good
3048,21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.099999904632568,No,Cash,2-Day Shipping,No,No,3,PayPal,Bi-Weekly,Good
3049,69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9000000953674316,No,PayPal,Standard,No,No,47,Venmo,Fortnightly,Good
3050,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,No,Debit Card,Next Day Air,No,No,41,Bank Transfer,Bi-Weekly,Bad
3051,31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.5999999046325684,No,Cash,Standard,No,No,28,Venmo,Every 3 Months,Good
3052,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.599999904632568,No,Venmo,Express,No,No,49,Debit Card,Every 3 Months,Very_Good
3053,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,Credit Card,Store Pickup,No,No,7,Bank Transfer,Fortnightly,Very_Good
3054,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.200000047683716,No,Credit Card,Next Day Air,No,No,22,Bank Transfer,Monthly,Good
3055,42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.900000095367432,No,Cash,2-Day Shipping,No,No,34,Venmo,Monthly,Very_Good
3056,27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,No,Bank Transfer,Standard,No,No,5,Debit Card,Bi-Weekly,Very_Good
3057,69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.799999952316284,No,Credit Card,Standard,No,No,15,Cash,Bi-Weekly,Good
3058,67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4000000953674316,No,PayPal,Next Day Air,No,No,26,Bank Transfer,Weekly,Good
3059,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.799999952316284,No,Venmo,Store Pickup,No,No,3,Bank Transfer,Fortnightly,Good
3060,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.200000047683716,No,PayPal,Express,No,No,42,Credit Card,Quarterly,Good
3061,47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.699999809265137,No,Credit Card,Store Pickup,No,No,1,Venmo,Monthly,Very_Good
3062,33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,Debit Card,Express,No,No,20,PayPal,Every 3 Months,Very_Good
3063,51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.299999952316284,No,Bank Transfer,Standard,No,No,39,PayPal,Monthly,Good
3064,26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9000000953674316,No,Debit Card,Store Pickup,No,No,24,Credit Card,Fortnightly,Good
3065,22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.5999999046325684,No,Debit Card,Express,No,No,49,Bank Transfer,Quarterly,Good
3066,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.799999952316284,No,Debit Card,Store Pickup,No,No,7,Venmo,Bi-Weekly,Bad
3067,58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.300000190734863,No,Cash,Free Shipping,No,No,13,Venmo,Every 3 Months,Good
3068,70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Bank Transfer,Free Shipping,No,No,2,Cash,Weekly,Good
3069,32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.199999809265137,No,Bank Transfer,Express,No,No,4,Debit Card,Weekly,Good
3070,62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.599999904632568,No,Venmo,Express,No,No,17,Debit Card,Quarterly,Very_Good
3071,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.5999999046325684,No,Debit Card,Free Shipping,No,No,43,PayPal,Bi-Weekly,Bad
3072,23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4000000953674316,No,Debit Card,Next Day Air,No,No,6,PayPal,Monthly,Good
3073,26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.0999999046325684,No,Venmo,Standard,No,No,46,PayPal,Quarterly,Bad
3074,58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.5999999046325684,No,PayPal,Free Shipping,No,No,7,Debit Card,Bi-Weekly,Good
3075,26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.199999809265137,No,Bank Transfer,Next Day Air,No,No,34,Debit Card,Fortnightly,Good
3076,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.5999999046325684,No,Credit Card,Standard,No,No,21,PayPal,Every 3 Months,Good
3077,66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.5999999046325684,No,Credit Card,Express,No,No,13,Venmo,Bi-Weekly,Good
3078,60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,No,Venmo,Store Pickup,No,No,33,Debit Card,Bi-Weekly,Bad
3080,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,No,Credit Card,Store Pickup,No,No,4,Bank Transfer,Annually,Good
3081,69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.099999904632568,No,PayPal,Next Day Air,No,No,5,Cash,Bi-Weekly,Good
3082,64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.900000095367432,No,Debit Card,Next Day Air,No,No,11,Credit Card,Weekly,Very_Good
3083,56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,No,Venmo,Next Day Air,No,No,20,Bank Transfer,Annually,Good
3084,22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,No,Venmo,Store Pickup,No,No,28,PayPal,Quarterly,Good
3085,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.200000047683716,No,Bank Transfer,Store Pickup,No,No,43,PayPal,Monthly,Good
3086,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.799999952316284,No,Credit Card,Store Pickup,No,No,10,Venmo,Every 3 Months,Bad
3087,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,No,Debit Card,Next Day Air,No,No,26,Venmo,Every 3 Months,Good
3088,62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.0999999046325684,No,Cash,Free Shipping,No,No,29,Bank Transfer,Monthly,Bad
3089,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.299999952316284,No,PayPal,Store Pickup,No,No,35,Bank Transfer,Quarterly,Good
3090,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.599999904632568,No,Debit Card,Free Shipping,No,No,23,Cash,Bi-Weekly,Very_Good
3091,29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.900000095367432,No,PayPal,Store Pickup,No,No,15,Bank Transfer,Quarterly,Very_Good
3092,68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4000000953674316,No,Bank Transfer,2-Day Shipping,No,No,46,Credit Card,Annually,Good
3093,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Cash,Next Day Air,No,No,14,Bank Transfer,Bi-Weekly,Good
3094,29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.800000190734863,No,Bank Transfer,Store Pickup,No,No,17,Cash,Every 3 Months,Very_Good
3095,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.700000047683716,No,Bank Transfer,Store Pickup,No,No,9,Cash,Weekly,Bad
3096,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4000000953674316,No,Cash,Standard,No,No,13,Venmo,Fortnightly,Good
3097,69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,PayPal,Next Day Air,No,No,20,Bank Transfer,Monthly,Good
3098,48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.700000047683716,No,Debit Card,Free Shipping,No,No,39,Bank Transfer,Quarterly,Good
3099,66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.299999952316284,No,Bank Transfer,Next Day Air,No,No,50,Bank Transfer,Quarterly,Good
3100,42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9000000953674316,No,Venmo,Free Shipping,No,No,21,Bank Transfer,Bi-Weekly,Bad
3101,50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9000000953674316,No,Venmo,Express,No,No,3,Bank Transfer,Weekly,Good
3102,32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.700000047683716,No,PayPal,Express,No,No,9,PayPal,Fortnightly,Bad
3103,51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.300000190734863,No,Bank Transfer,Standard,No,No,29,Cash,Bi-Weekly,Good
3104,27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3.0,No,PayPal,2-Day Shipping,No,No,42,Bank Transfer,Weekly,Bad
3105,43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,PayPal,2-Day Shipping,No,No,41,Debit Card,Fortnightly,Very_Good
3106,48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.700000047683716,No,Debit Card,Express,No,No,17,Debit Card,Monthly,Bad
3107,62,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.699999809265137,No,Venmo,Next Day Air,No,No,20,PayPal,Annually,Very_Good
3108,65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.599999904632568,No,Debit Card,Standard,No,No,18,Credit Card,Bi-Weekly,Very_Good
3109,50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.200000047683716,No,Bank Transfer,2-Day Shipping,No,No,7,PayPal,Monthly,Good
3110,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.300000190734863,No,Credit Card,Free Shipping,No,No,47,Bank Transfer,Fortnightly,Good
3111,19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.599999904632568,No,Bank Transfer,Next Day Air,No,No,2,Bank Transfer,Bi-Weekly,Very_Good
3112,21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.900000095367432,No,PayPal,Free Shipping,No,No,25,Debit Card,Quarterly,Very_Good
3113,19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.799999952316284,No,Cash,Express,No,No,26,Venmo,Annually,Good
3114,46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.5999999046325684,No,PayPal,Express,No,No,2,Debit Card,Weekly,Bad
3115,21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.699999809265137,No,Venmo,Store Pickup,No,No,45,Venmo,Bi-Weekly,Very_Good
3116,26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.099999904632568,No,PayPal,Free Shipping,No,No,9,Bank Transfer,Bi-Weekly,Good
3117,50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.700000047683716,No,Debit Card,Store Pickup,No,No,1,Venmo,Weekly,Good
3118,43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Credit Card,Free Shipping,No,No,4,PayPal,Bi-Weekly,Bad
3119,61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.699999809265137,No,Venmo,Standard,No,No,31,Debit Card,Quarterly,Very_Good
3120,63,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.699999809265137,No,Cash,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,Very_Good
3121,46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Venmo,Store Pickup,No,No,32,Debit Card,Fortnightly,Good
3122,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.5999999046325684,No,Credit Card,Standard,No,No,16,Venmo,Weekly,Bad
